"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 1. Educación primaria","2017",18.225,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 2. Educación secundaria baja","2017",5.209,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 3. Educación secundaria alta","2017",28.609,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 4. Educación postsecundaria no terciaria","2017",0,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 5. Educación terciaria de ciclo corto","2017",6.075,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 6. Grado en educación terciaria o nivel equivalente","2017",21.182,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 7. Nivel de maestría, especialización o equivalente","2017",17.646,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 8. Nivel de doctorado o equivalente","2017",2.071,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (CINE-11): 9. No clasificado en otra parte","2017",0,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Total","2016",91.882,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2016",4.679,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Básico","2016",22.977,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2016",25.976,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2016",38.25,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Total","2016",104.467,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2016",5.247,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Básico","2016",22.283,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2016",28.202,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Francia","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","CP - Censo de Población","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2016",48.735,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Hombres","Educación (Niveles agregados): Total","2019",0.275,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Hombres","Educación (Niveles agregados): Básico","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2019",0.275,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Mujeres","Educación (Niveles agregados): Total","2019",2.242,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2019",2.242,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Mujeres","Educación (Niveles agregados): Básico","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Guinea","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta Nacional de la Ocupación y el Sector Informal","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2019",0,,,"Institución que produce los datos: Oficina Nacional de Estadística | Definición de población residente: Vive o tiene la intención de vivir en el país durante más de 6 meses | Cobertura de edad - edad mínima: 10 años"
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Hombres","Educación (Niveles agregados): Total","2018",3.297,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Hombres","Educación (Niveles agregados): Básico","2018",0.723,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2018",1.765,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2018",0.809,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",3.76,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Mujeres","Educación (Niveles agregados): Básico","2018",0.778,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2018",2.137,,,
"Kazajstán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Registros administrativos de llegada y salida, Ministerio del Interior","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2018",0.845,,,
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Hombres","Educación (Niveles agregados): Total","2016",1.393,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Hombres","Educación (Niveles agregados): Básico","2016",0.046,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2016",0.79,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2016",0.557,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Mujeres","Educación (Niveles agregados): Total","2016",1.583,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Mujeres","Educación (Niveles agregados): Básico","2016",0.065,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2016",0.849,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2016",0.666,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Kirguistán","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EOF - Boletín estadístico sobre migración basado en la inscripción y remoción de ciudadanos de la República Kirguisa en el registro de su lugar de residencia","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2016",0.003,,"Definición de los migrantes: Migrantes (definición no especificada)","Cobertura de edad - edad mínima: 16 años"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Total","2019",13.328,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2019",0.409,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Básico","2019",11.924,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2019",0.994,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2019",0,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2019",0,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Total","2019",7.92,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2019",1.919,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Básico","2019",3.651,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2019",2.349,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2019",0,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Camboya","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","EFT - Encuesta de la Fuerza de Trabajo","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2019",0,,,"Período de referencia de los datos: Segundo trimestre | Definición de población residente: Presente en el país en el momento de la recopilación de datos"
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Hombres","Educación (Niveles agregados): Total","2021",101.757,,,
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Mujeres","Educación (Niveles agregados): Total","2021",106.794,,,
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Hombres","Educación (Niveles agregados): Total","2018",257.882,,,
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",216.057,,,
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Hombres","Educación (CINE-11): Total","2017",235.305,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas | Cobertura de las actividades económicas: Excluye la administración pública"
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Mujeres","Educación (CINE-11): Total","2017",197.613,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas | Cobertura de las actividades económicas: Excluye la administración pública"
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Hombres","Educación (CINE-11): Total","2016",207.079,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas | Cobertura de las actividades económicas: Excluye la administración pública"
"Corea, República de","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","ADM - Estadísticas de Migración Internacional, Estadísticas de Corea","Sexo: Mujeres","Educación (CINE-11): Total","2016",174.702,,,"Cobertura geográfica: Total nacional Excluye ciertas áreas | Cobertura de las actividades económicas: Excluye la administración pública"
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Total","2020",27.372,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2020",0.847,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Básico","2020",3.655,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2020",5.079,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2020",11.146,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2020",6.645,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Total","2020",22.151,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2020",0.678,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Básico","2020",2.769,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2020",4.008,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2020",8.89,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2020",5.806,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Total","2018",33.609,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2018",0.574,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Básico","2018",3.705,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2018",6.95,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2018",16.147,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Nivel desconocido","2018",6.233,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Total","2018",26.707,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Menos que básico","2018",0.509,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Básico","2018",2.58,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Intermedio","2018",5.6,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Avanzado","2018",12.331,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Mujeres","Educación (Niveles agregados): Nivel desconocido","2018",5.687,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Total","2017",34.041,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Menos que básico","2017",0.813,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Básico","2017",3.271,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Intermedio","2017",7.151,,,
"México","Flujo de entrada de de ciudadanos extranjeros en edad de trabajar según sexo y educación (miles)","Otra - Boletín estadístico de la Unidad de Política Migratoria de la Secretaría de Gobernación","Sexo: Hombres","Educación (Niveles agregados): Avanzado","2017",16.223,,,
